Gene,ensembl_ids
RAB2A,ENSG00000104388
CHD7,ENSG00000171316
AC022182.1,ENSG00000254777
AC022182.2,ENSG00000254802
ASPH,ENSG00000198363
GGH,ENSG00000137563
YTHDF3-AS1,ENSG00000270673
YTHDF3,ENSG00000185728
AC011978.2,ENSG00000261542
AC100814.1,ENSG00000272010
ARMC1,ENSG00000104442
MTFR1,ENSG00000066855
AC055822.1,ENSG00000272155
PDE7A,ENSG00000205268
AC100812.1,ENSG00000272192
DNAJC5B,ENSG00000147570
RRS1-AS1,ENSG00000246145
RRS1,ENSG00000179041
ADHFE1,ENSG00000147576
MYBL1,ENSG00000185697
VCPIP1,ENSG00000175073
SGK3,ENSG00000104205
C8orf44,ENSG00000213865
MCMDC2,ENSG00000178460
COPS5,ENSG00000121022
CSPP1,ENSG00000104218
ARFGEF1,ENSG00000066777
AC021321.1,ENSG00000271966
AC079089.1,ENSG00000246528
NCOA2,ENSG00000140396
AC022730.4,ENSG00000253967
TRAM1,ENSG00000067167
LACTB2-AS1,ENSG00000246366
LACTB2,ENSG00000147592
XKR9,ENSG00000221947
MSC-AS1,ENSG00000235531
MSC,ENSG00000178860
TERF1,ENSG00000147601
AC022893.1,ENSG00000253636
SBSPON,ENSG00000164764
C8orf89,ENSG00000274443
RPL7,ENSG00000147604
RDH10,ENSG00000121039
STAU2,ENSG00000040341
UBE2W,ENSG00000104343
ELOC,ENSG00000154582
TMEM70,ENSG00000175606
LY96,ENSG00000154589
AC087672.2,ENSG00000253115
GDAP1,ENSG00000104381
PEX2,ENSG00000164751
PKIA,ENSG00000171033
ZC2HC1A,ENSG00000104427
IL7,ENSG00000104432
AC083837.1,ENSG00000261618
MRPS28,ENSG00000147586
AC009686.2,ENSG00000272264
TPD52,ENSG00000076554
AC009812.1,ENSG00000251867
ZBTB10,ENSG00000205189
AC009812.3,ENSG00000254162
AC009812.4,ENSG00000260317
ZNF704,ENSG00000164684
PAG1,ENSG00000076641
AC079209.1,ENSG00000253214
FABP5,ENSG00000164687
IMPA1,ENSG00000133731
ZFAND1,ENSG00000104231
SNX16,ENSG00000104497
LRRCC1,ENSG00000133739
AC011773.4,ENSG00000260493
E2F5,ENSG00000133740
C8orf59,ENSG00000176731
CA13,ENSG00000185015
CA3,ENSG00000164879
CA3-AS1,ENSG00000253549
CA2,ENSG00000104267
WWP1,ENSG00000123124
RMDN1,ENSG00000176623
CPNE3,ENSG00000085719
AF117829.1,ENSG00000251136
RIPK2,ENSG00000104312
OSGIN2,ENSG00000164823
NBN,ENSG00000104320
DECR1,ENSG00000104325
TMEM64,ENSG00000180694
C8orf88,ENSG00000253250
PIP4P2,
OTUD6B-AS1,ENSG00000253738
OTUD6B,ENSG00000155100
LRRC69,ENSG00000214954
SLC26A7,ENSG00000147606
TRIQK,ENSG00000205133
FAM92A,ENSG00000188343
AC120053.1,ENSG00000271971
RBM12B,ENSG00000183808
TMEM67,ENSG00000164953
PDP1,ENSG00000164951
AC084346.2,ENSG00000264448
GEM,ENSG00000164949
RAD54B,ENSG00000197275
FSBP,ENSG00000265817
VIRMA,ENSG00000164944
AC023632.2,ENSG00000253704
DPY19L4,ENSG00000156162
INTS8,ENSG00000164941
CCNE2,ENSG00000175305
AC087752.4,ENSG00000272509
NDUFAF6,ENSG00000156170
TP53INP1,ENSG00000164938
PLEKHF2,ENSG00000175895
C8orf37,ENSG00000156172
UQCRB,ENSG00000156467
MTERF3,ENSG00000156469
PTDSS1,ENSG00000156471
SDC2,ENSG00000169439
CPQ,ENSG00000104324
TSPYL5,ENSG00000180543
MTDH,ENSG00000147649
LAPTM4B,ENSG00000104341
MATN2,ENSG00000132561
RPL30,ENSG00000156482
AP003352.1,ENSG00000245970
RIDA,ENSG00000132541
POP1,ENSG00000104356
NIPAL2,ENSG00000104361
STK3,ENSG00000104375
AC104986.2,ENSG00000253948
VPS13B,ENSG00000132549
COX6C,ENSG00000164919
FBXO43,ENSG00000156509
POLR2K,ENSG00000147669
SPAG1,ENSG00000104450
RNF19A,ENSG00000034677
ANKRD46,ENSG00000186106
PABPC1,ENSG00000070756
YWHAZ,ENSG00000164924
AP003469.4,ENSG00000261087
ZNF706,ENSG00000120963
NCALD,ENSG00000104490
RRM2B,ENSG00000048392
UBR5-AS1,ENSG00000246263
UBR5,ENSG00000104517
KLF10,ENSG00000155090
GASAL1,
AZIN1,ENSG00000155096
AP003696.1,ENSG00000253385
AZIN1-AS1,ENSG00000253320
AP003354.2,ENSG00000254281
ATP6V1C1,ENSG00000155097
BAALC,ENSG00000164929
FZD6,ENSG00000164930
SLC25A32,ENSG00000164933
DCAF13,ENSG00000164934
LRP12,ENSG00000147650
AC027031.2,ENSG00000254615
OXR1,ENSG00000164830
ANGPT1,ENSG00000154188
EIF3E,ENSG00000104408
EMC2,ENSG00000104412
NUDCD1,ENSG00000120526
ENY2,ENSG00000120533
PKHD1L1,ENSG00000205038
EBAG9,ENSG00000147654
SYBU,ENSG00000147642
TRPS1,ENSG00000104447
EIF3H,ENSG00000147677
UTP23,ENSG00000147679
RAD21,ENSG00000164754
RAD21-AS1,ENSG00000253327
MED30,ENSG00000164758
EXT1,ENSG00000182197
SAMD12,ENSG00000177570
AC023590.1,ENSG00000225885
NOV,ENSG00000136999
ENPP2,ENSG00000136960
TAF2,ENSG00000064313
DSCC1,ENSG00000136982
DEPTOR,ENSG00000155792
MRPL13,ENSG00000172172
MTBP,ENSG00000172167
SNTB1,ENSG00000172164
AC104958.1,ENSG00000248318
AC104958.2,ENSG00000272502
AC016405.3,ENSG00000272384
ZHX2,ENSG00000178764
DERL1,ENSG00000136986
TBC1D31,ENSG00000156787
C8orf76,ENSG00000189376
ZHX1-C8orf76,ENSG00000259305
ZHX1,ENSG00000165156
ATAD2,ENSG00000156802
WDYHV1,ENSG00000156795
FBXO32,ENSG00000156804
FAM91A1,ENSG00000176853
AC090921.1,ENSG00000214803
TMEM65,ENSG00000164983
TRMT12,ENSG00000183665
RNF139-AS1,ENSG00000245149
RNF139,ENSG00000170881
TATDN1,ENSG00000147687
AC090198.1,ENSG00000253106
NDUFB9,ENSG00000147684
MTSS1,ENSG00000170873
ZNF572,ENSG00000180938
SQLE,ENSG00000104549
WASHC5,ENSG00000164961
NSMCE2,ENSG00000156831
TRIB1,ENSG00000173334
LINC00861,ENSG00000245164
FAM84B,ENSG00000168672
PCAT1,ENSG00000253438
PRNCR1,ENSG00000282961
CASC8,ENSG00000246228
POU5F1B,ENSG00000212993
MYC,ENSG00000136997
PVT1,ENSG00000249859
CCDC26,ENSG00000229140
FAM49B,ENSG00000153310
ASAP1,ENSG00000153317
EFR3A,ENSG00000132294
KCNQ3,ENSG00000184156
LRRC6,ENSG00000129295
TMEM71,ENSG00000165071
PHF20L1,ENSG00000129292
AF230666.1,ENSG00000223697
SLA,ENSG00000155926
NDRG1,ENSG00000104419
ST3GAL1,ENSG00000008513
AC103706.1,ENSG00000261220
ZFAT,ENSG00000066827
AC083843.3,ENSG00000279518
AC083843.2,ENSG00000259820
KHDRBS3,ENSG00000131773
TRAPPC9,ENSG00000167632
AC107375.1,ENSG00000259891
CHRAC1,ENSG00000104472
AGO2,ENSG00000123908
PTK2,ENSG00000169398
DENND3,ENSG00000105339
AC040970.1,ENSG00000253210
SLC45A4,ENSG00000022567
GPR20,ENSG00000204882
AC100803.1,ENSG00000244998
PTP4A3,ENSG00000184489
AC100803.3,ENSG00000271959
TSNARE1,ENSG00000171045
ADGRB1,ENSG00000181790
JRK,ENSG00000234616
THEM6,ENSG00000130193
LYPD2,ENSG00000197353
LYNX1,ENSG00000180155
GML,ENSG00000104499
LY6E-DT,
LY6E,ENSG00000160932
ZFP41,ENSG00000181638
GLI4,ENSG00000250571
MINCR,ENSG00000253716
ZNF696,ENSG00000185730
AC138696.2,ENSG00000272172
TOP1MT,ENSG00000184428
RHPN1,ENSG00000158106
ZC3H3,ENSG00000014164
AC067930.4,ENSG00000254859
GSDMD,ENSG00000104518
MROH6,ENSG00000204839
NAPRT,ENSG00000147813
EEF1D,ENSG00000104529
TIGD5,ENSG00000179886
PYCR3,ENSG00000104524
TSTA3,ENSG00000104522
ZNF623,ENSG00000183309
ZNF707,ENSG00000181135
FAM83H,ENSG00000180921
SCRIB,ENSG00000180900
PUF60,ENSG00000179950
NRBP2,ENSG00000185189
EPPK1,ENSG00000261150
PLEC,ENSG00000178209
PARP10,ENSG00000178685
GRINA,ENSG00000178719
OPLAH,ENSG00000178814
AC109322.1,ENSG00000255224
EXOSC4,ENSG00000178896
GPAA1,ENSG00000197858
CYC1,ENSG00000179091
SHARPIN,ENSG00000179526
MAF1,ENSG00000179632
WDR97,ENSG00000179698
HGH1,ENSG00000235173
MROH1,ENSG00000179832
BOP1,ENSG00000261236
SCX,ENSG00000260428
HSF1,ENSG00000185122
DGAT1,ENSG00000185000
AC233992.2,ENSG00000271698
SLC52A2,ENSG00000185803
FBXL6,ENSG00000182325
ADCK5,ENSG00000173137
CPSF1,ENSG00000071894
AC233992.3,ENSG00000272115
SLC39A4,ENSG00000147804
VPS28,ENSG00000160948
TONSL,ENSG00000160949
CYHR1,ENSG00000187954
KIFC2,ENSG00000167702
PPP1R16A,ENSG00000160972
MFSD3,ENSG00000167700
RECQL4,ENSG00000160957
LRRC14,ENSG00000160959
LRRC24,ENSG00000254402
C8orf82,ENSG00000213563
ZNF251,ENSG00000198169
ZNF34,ENSG00000196378
RPL8,ENSG00000161016
ZNF517,ENSG00000197363
ZNF7,ENSG00000147789
COMMD5,ENSG00000170619
ZNF250,ENSG00000196150
ZNF16,ENSG00000170631
ZNF252P-AS1,ENSG00000255559
C8orf33,ENSG00000182307
WASHC1,ENSG00000181404
AL928970.1,ENSG00000227518
CBWD1,ENSG00000172785
C9orf66,ENSG00000183784
DOCK8,ENSG00000107099
KANK1,ENSG00000107104
SMARCA2,ENSG00000080503
VLDLR,ENSG00000147852
PUM3,ENSG00000080608
RFX3,ENSG00000080298
RFX3-AS1,ENSG00000232104
GLIS3,ENSG00000107249
SPATA6L,ENSG00000106686
PLPP6,ENSG00000205808
CDC37L1-DT,
CDC37L1,ENSG00000106993
AK3,ENSG00000147853
RCL1,ENSG00000120158
JAK2,ENSG00000096968
IGHEP2,ENSG00000254017
RLN2,ENSG00000107014
RLN1,ENSG00000107018
PLGRKT,ENSG00000107020
CD274,ENSG00000120217
RIC1,ENSG00000107036
AL136980.1,ENSG00000225408
ERMP1,ENSG00000099219
KIAA2026,ENSG00000183354
RANBP6,ENSG00000137040
UHRF2,ENSG00000147854
GLDC,ENSG00000178445
AL354707.1,ENSG00000225489
KDM4C,ENSG00000107077
DMAC1,ENSG00000137038
AL159169.2,ENSG00000272871
ZDHHC21,ENSG00000175893
TTC39B,ENSG00000155158
SNAPC3,ENSG00000164975
PSIP1,ENSG00000164985
CCDC171,ENSG00000164989
BNC2,ENSG00000173068
CNTLN,ENSG00000044459
RRAGA,ENSG00000155876
HAUS6,ENSG00000147874
PLIN2,ENSG00000147872
DENND4C,ENSG00000137145
AL391834.1,ENSG00000272842
AL391834.2,ENSG00000273226
RPS6,ENSG00000137154
MLLT3,ENSG00000171843
FOCAD,ENSG00000188352
HACD4,ENSG00000188921
KLHL9,ENSG00000198642
MTAP,ENSG00000099810
AL359922.2,ENSG00000265194
CDKN2A,ENSG00000147889
CDKN2B-AS1,ENSG00000240498
CDKN2B,ENSG00000147883
TUSC1,ENSG00000198680
CAAP1,ENSG00000120159
PLAA,ENSG00000137055
IFT74,ENSG00000096872
MOB3B,ENSG00000120162
C9orf72,ENSG00000147894
LINGO2,ENSG00000174482
ACO1,ENSG00000122729
DDX58,ENSG00000107201
TOPORS,ENSG00000197579
SMIM27,ENSG00000235453
NDUFB6,ENSG00000165264
APTX,ENSG00000137074
DNAJA1,ENSG00000086061
SMU1,ENSG00000122692
B4GALT1,ENSG00000086062
B4GALT1-AS1,ENSG00000233554
BAG1,ENSG00000107262
CHMP5,ENSG00000086065
NFX1,ENSG00000086102
AQP3,ENSG00000165272
NOL6,ENSG00000165271
ANKRD18B,ENSG00000230453
LINC01251,ENSG00000233776
PRSS3,ENSG00000010438
UBE2R2,ENSG00000107341
UBAP2,ENSG00000137073
DCAF12,ENSG00000198876
UBAP1,ENSG00000165006
KIF24,ENSG00000186638
NUDT2,ENSG00000164978
C9orf24,ENSG00000164972
FAM219A,ENSG00000164970
ENHO,ENSG00000168913
RPP25L,ENSG00000164967
DCTN3,ENSG00000137100
SIGMAR1,ENSG00000147955
GALT,ENSG00000213930
IL11RA,ENSG00000137070
CCL27,ENSG00000213927
AL162231.1,ENSG00000187186
AL162231.2,ENSG00000230074
DNAJB5,ENSG00000137094
VCP,ENSG00000165280
FANCG,ENSG00000221829
PIGO,ENSG00000165282
STOML2,ENSG00000165283
FAM214B,ENSG00000005238
UNC13B,ENSG00000198722
RUSC2,ENSG00000198853
FAM166B,ENSG00000215187
TESK1,ENSG00000107140
CD72,ENSG00000137101
SIT1,ENSG00000137078
RMRP,
CCDC107,ENSG00000159884
ARHGEF39,ENSG00000137135
TPM2,ENSG00000198467
TLN1,ENSG00000137076
CREB3,ENSG00000107175
GBA2,ENSG00000070610
RGP1,ENSG00000107185
MSMP,ENSG00000215183
AL133410.1,ENSG00000227388
NPR2,ENSG00000159899
SPAG8,ENSG00000137098
HINT2,ENSG00000137133
TMEM8B,ENSG00000137103
RECK,ENSG00000122707
GLIPR2,ENSG00000122694
CLTA,ENSG00000122705
GNE,ENSG00000159921
RNF38,ENSG00000137075
MELK,ENSG00000165304
PAX5,ENSG00000196092
AL161781.2,ENSG00000250850
AL512604.3,ENSG00000260100
EBLN3P,ENSG00000281649
ZCCHC7,ENSG00000147905
GRHPR,ENSG00000137106
ZBTB5,ENSG00000168795
POLR1E,ENSG00000137054
FBXO10,ENSG00000147912
TOMM5,ENSG00000175768
TRMT10B,ENSG00000165275
EXOSC3,ENSG00000107371
DCAF10,ENSG00000122741
SLC25A51,ENSG00000122696
SHB,ENSG00000107338
ALDH1B1,ENSG00000137124
FAM95C,ENSG00000283486
ANKRD18A,ENSG00000180071
FAM201A,ENSG00000204860
GLIDR,ENSG00000278175
ANKRD20A2,ENSG00000183148
FAM95B1,ENSG00000223839
CBWD6,ENSG00000215126
AL845472.1,ENSG00000279561
BX088651.4,ENSG00000237357
FAM27C,ENSG00000154537
AL590399.3,ENSG00000231212
AL590399.1,ENSG00000204802
BX005266.2,ENSG00000226007
LINC01410,ENSG00000238113
AL512625.2,ENSG00000229422
AL512625.3,ENSG00000234665
AL512625.1,ENSG00000170161
ANKRD20A4,ENSG00000172014
CBWD5,ENSG00000147996
AL136317.2,ENSG00000274893
ZNF658,ENSG00000274349
ANKRD20A1,ENSG00000260691
CBWD3,ENSG00000196873
PGM5,ENSG00000154330
AL161457.2,ENSG00000233178
LINC01506,ENSG00000234506
PIP5K1B,ENSG00000107242
FAM122A,ENSG00000187866
FXN,ENSG00000165060
AL358113.1,
TJP2,ENSG00000119139
APBA1,ENSG00000107282
PTAR1,ENSG00000188647
C9orf135,ENSG00000204711
SMC5-AS1,ENSG00000268364
SMC5,ENSG00000198887
KLF9,ENSG00000119138
CEMIP2,
ABHD17B,ENSG00000107362
C9orf85,ENSG00000155621
LINC01504,ENSG00000225434
ZFAND5,ENSG00000107372
ALDH1A1,ENSG00000165092
ANXA1,ENSG00000135046
RORB,ENSG00000198963
C9orf40,ENSG00000135045
CARNMT1,ENSG00000156017
NMRK1,ENSG00000106733
OSTF1,ENSG00000134996
PCSK5,ENSG00000099139
RFK,ENSG00000135002
GCNT1,ENSG00000187210
PRUNE2,ENSG00000106772
VPS13A,ENSG00000197969
GNAQ,ENSG00000156052
CEP78,ENSG00000148019
PSAT1,ENSG00000135069
TLE4,ENSG00000106829
TLE1,ENSG00000196781
FRMD3,ENSG00000172159
IDNK,ENSG00000148057
UBQLN1,ENSG00000135018
AL354920.1,ENSG00000254473
GKAP1,ENSG00000165113
KIF27,ENSG00000165115
C9orf64,ENSG00000165118
HNRNPK,ENSG00000165119
AL354733.3,ENSG00000235298
RMI1,ENSG00000178966
AGTPBP1,ENSG00000135049
NAA35,ENSG00000135040
GOLM1,ENSG00000135052
ISCA1,ENSG00000135070
TUT7,
GAS1,ENSG00000180447
DAPK1,ENSG00000196730
CTSL,ENSG00000135047
CDK20,ENSG00000156345
SPIN1,ENSG00000106723
C9orf47,ENSG00000186354
S1PR3,ENSG00000213694
CKS2,ENSG00000123975
SECISBP2,ENSG00000187742
SEMA4D,ENSG00000187764
GADD45G,ENSG00000130222
SYK,ENSG00000165025
AL158071.3,ENSG00000237422
AL158071.4,ENSG00000273381
LINC00484,ENSG00000235641
AUH,ENSG00000148090
NFIL3,ENSG00000165030
SPTLC1,ENSG00000090054
IARS,ENSG00000196305
NOL8,ENSG00000198000
CENPP,ENSG00000188312
ASPN,ENSG00000106819
IPPK,ENSG00000127080
BICD2,ENSG00000185963
ZNF484,ENSG00000127081
FGD3,ENSG00000127084
SUSD3,ENSG00000157303
CARD19,ENSG00000165233
NINJ1,ENSG00000131669
AL583839.1,ENSG00000227603
FAM120AOS,ENSG00000188938
FAM120A,ENSG00000048828
PHF2,ENSG00000197724
PTPDC1,ENSG00000158079
AL158152.1,ENSG00000269929
ZNF169,ENSG00000175787
AL691447.2,ENSG00000232063
MFSD14B,ENSG00000148110
FBP1,ENSG00000165140
C9orf3,ENSG00000148120
FANCC,ENSG00000158169
PTCH1,ENSG00000185920
AL161729.1,ENSG00000271155
LINC00476,ENSG00000175611
ERCC6L2,ENSG00000182150
LINC00092,ENSG00000225194
SLC35D2,ENSG00000130958
ZNF367,ENSG00000165244
HABP4,ENSG00000130956
CDC14B,ENSG00000081377
AAED1,ENSG00000158122
ZNF510,ENSG00000081386
ZNF782,ENSG00000196597
MFSD14C,ENSG00000196312
CTSV,ENSG00000136943
AL590705.1,ENSG00000203279
CCDC180,ENSG00000197816
TDRD7,ENSG00000196116
TMOD1,ENSG00000136842
TSTD2,ENSG00000136925
NCBP1,ENSG00000136937
XPA,ENSG00000136936
TRMO,ENSG00000136932
HEMGN,ENSG00000136929
ANP32B,ENSG00000136938
NANS,ENSG00000095380
TRIM14,ENSG00000106785
CORO2A,ENSG00000106789
TBC1D2,ENSG00000095383
ANKS6,ENSG00000165138
GALNT12,ENSG00000119514
TGFBR1,ENSG00000106799
ALG2,ENSG00000119523
SEC61B,ENSG00000106803
NR4A3,ENSG00000119508
STX17-AS1,ENSG00000255145
STX17,ENSG00000136874
ERP44,ENSG00000023318
INVS,ENSG00000119509
TEX10,ENSG00000136891
MSANTD3,ENSG00000066697
CAVIN4,ENSG00000170681
MRPL50,ENSG00000136897
ZNF189,ENSG00000136870
RNF20,ENSG00000155827
SMC2,ENSG00000136824
NIPSNAP3A,ENSG00000136783
NIPSNAP3B,ENSG00000165028
ABCA1,ENSG00000165029
SLC44A1,ENSG00000070214
FSD1L,ENSG00000106701
FKTN,ENSG00000106692
TAL2,ENSG00000186051
TMEM38B,ENSG00000095209
LINC01505,ENSG00000234323
ZNF462,ENSG00000148143
RAD23B,ENSG00000119318
KLF4,ENSG00000136826
ELP1,ENSG00000070061
FAM206A,ENSG00000119328
CTNNAL1,ENSG00000119326
TMEM245,ENSG00000106771
AKAP2,ENSG00000241978
TXN,ENSG00000136810
LPAR1,ENSG00000198121
ECPAS,
ZNF483,ENSG00000173258
PTGR1,ENSG00000106853
DNAJC25,ENSG00000059769
DNAJC25-GNG10,ENSG00000244115
GNG10,ENSG00000242616
UGCG,ENSG00000148154
SUSD1,ENSG00000106868
PTBP3,ENSG00000119314
HSDL2,ENSG00000119471
C9orf147,ENSG00000230185
KIAA1958,ENSG00000165185
INIP,ENSG00000148153
SNX30,ENSG00000148158
SLC46A2,ENSG00000119457
AL139041.1,ENSG00000271631
ZNF883,ENSG00000228623
ZFP37,ENSG00000136866
FAM225A,ENSG00000231528
SLC31A2,ENSG00000136867
FKBP15,ENSG00000119321
SLC31A1,ENSG00000136868
CDC26,ENSG00000176386
PRPF4,ENSG00000136875
WDR31,ENSG00000148225
BSPRY,ENSG00000119411
HDHD3,ENSG00000119431
ALAD,ENSG00000148218
POLE3,ENSG00000148229
C9orf43,ENSG00000157653
RGS3,ENSG00000138835
ZNF618,ENSG00000157657
COL27A1,ENSG00000196739
AKNA,ENSG00000106948
AL138895.1,ENSG00000235119
WHRN,ENSG00000095397
ATP6V1G1,ENSG00000136888
TMEM268,ENSG00000157693
TNFSF15,ENSG00000181634
TNFSF8,ENSG00000106952
TNC,ENSG00000041982
PAPPA,ENSG00000182752
ASTN2,ENSG00000148219
TRIM32,ENSG00000119401
TLR4,ENSG00000136869
AL160272.1,ENSG00000228512
CDK5RAP2,ENSG00000136861
MEGF9,ENSG00000106780
FBXW2,ENSG00000119402
B3GNT10,
PSMD5,ENSG00000095261
PHF19,ENSG00000119403
TRAF1,ENSG00000056558
C5,ENSG00000106804
CNTRL,ENSG00000119397
RAB14,ENSG00000119396
GSN,ENSG00000148180
GSN-AS1,ENSG00000235865
STOM,ENSG00000148175
AL359644.1,ENSG00000227355
DAB2IP,ENSG00000136848
TTLL11,ENSG00000175764
NDUFA8,ENSG00000119421
RBM18,ENSG00000119446
MRRF,ENSG00000148187
PTGS1,ENSG00000095303
PDCL,ENSG00000136940
RC3H2,ENSG00000056586
ZBTB6,ENSG00000186130
ZBTB26,ENSG00000171448
RABGAP1,ENSG00000011454
STRBP,ENSG00000165209
CRB2,ENSG00000148204
DENND1A,ENSG00000119522
NEK6,ENSG00000119408
PSMB7,ENSG00000136930
NR6A1,ENSG00000148200
MIR181A2HG,ENSG00000224020
OLFML2A,ENSG00000185585
RPL35,ENSG00000136942
ARPC5L,ENSG00000136950
GOLGA1,ENSG00000136935
SCAI,ENSG00000173611
PPP6C,ENSG00000119414
RABEPK,ENSG00000136933
HSPA5,ENSG00000044574
GAPVD1,ENSG00000165219
MAPKAP1,ENSG00000119487
PBX3,ENSG00000167081
MVB12B,ENSG00000196814
ZBTB43,ENSG00000169155
ZBTB34,ENSG00000177125
RALGPS1,ENSG00000136828
GARNL3,ENSG00000136895
SLC2A8,ENSG00000136856
ZNF79,ENSG00000196152
RPL12,ENSG00000197958
LRSAM1,ENSG00000148356
FAM129B,ENSG00000136830
STXBP1,ENSG00000136854
AL162426.1,ENSG00000279571
PTRH1,ENSG00000187024
TTC16,ENSG00000167094
TOR2A,ENSG00000160404
SH2D3C,ENSG00000095370
CDK9,ENSG00000136807
FPGS,ENSG00000136877
ENG,ENSG00000106991
AL162586.1,ENSG00000225032
AK1,ENSG00000106992
AL157935.2,ENSG00000257524
ST6GALNAC6,ENSG00000160408
ST6GALNAC4,ENSG00000136840
PIP5KL1,ENSG00000167103
AL157935.1,ENSG00000227218
DPM2,ENSG00000136908
FAM102A,ENSG00000167106
NAIF1,ENSG00000171169
SLC25A25,ENSG00000148339
SLC25A25-AS1,ENSG00000234771
PTGES2,ENSG00000148334
LCN2,ENSG00000148346
C9orf16,ENSG00000171159
CIZ1,ENSG00000148337
DNM1,ENSG00000106976
GOLGA2,ENSG00000167110
SWI5,ENSG00000175854
TRUB2,ENSG00000167112
AL359091.4,ENSG00000273186
COQ4,ENSG00000167113
SLC27A4,ENSG00000167114
URM1,ENSG00000167118
CERCAM,ENSG00000167123
ODF2,ENSG00000136811
GLE1,ENSG00000119392
AL356481.1,ENSG00000228395
SPTAN1,ENSG00000197694
WDR34,ENSG00000119333
HMGA1P4,ENSG00000234705
SET,ENSG00000119335
PKN3,ENSG00000160447
ZDHHC12,ENSG00000160446
AL441992.1,ENSG00000223478
ZER1,ENSG00000160445
TBC1D13,ENSG00000107021
ENDOG,ENSG00000167136
SPOUT1,ENSG00000198917
KYAT1,ENSG00000171097
LRRC8A,ENSG00000136802
PHYHD1,ENSG00000175287
DOLK,ENSG00000175283
NUP188,ENSG00000095319
AL592211.1,ENSG00000267834
SH3GLB2,ENSG00000148341
MIGA2,ENSG00000148343
DOLPP1,ENSG00000167130
CRAT,ENSG00000095321
PTPA,ENSG00000119383
IER5L,ENSG00000188483
AL158151.1,ENSG00000204055
AL161785.3,ENSG00000241084
AL161785.1,ENSG00000224307
C9orf106,ENSG00000179082
LINC01503,ENSG00000233901
NTMT1,ENSG00000148335
ASB6,ENSG00000148331
PTGES,ENSG00000148344
TOR1B,ENSG00000136816
TOR1A,ENSG00000136827
C9orf78,ENSG00000136819
USP20,ENSG00000136878
FNBP1,ENSG00000187239
AL136141.1,ENSG00000270755
GPR107,ENSG00000148358
NCS1,ENSG00000107130
FUBP3,ENSG00000107164
EXOSC2,ENSG00000130713
ABL1,ENSG00000097007
FIBCD1,ENSG00000130720
LAMC3,ENSG00000050555
NUP214,ENSG00000126883
AL157938.3,ENSG00000246851
FAM78A,ENSG00000126882
PLPP7,ENSG00000160539
PRRC2B,ENSG00000130723
AL358781.1,ENSG00000176868
POMT1,ENSG00000130714
AL358781.2,ENSG00000230289
UCK1,ENSG00000130717
RAPGEF1,ENSG00000107263
MED27,ENSG00000160563
NTNG2,ENSG00000196358
SETX,ENSG00000107290
TTF1,ENSG00000125482
DDX31,ENSG00000125485
GTF3C4,ENSG00000125484
SPACA9,ENSG00000165698
TSC1,ENSG00000165699
GFI1B,ENSG00000165702
GTF3C5,ENSG00000148308
CEL,ENSG00000170835
RALGDS,ENSG00000160271
GBGT1,ENSG00000148288
ABO,ENSG00000175164
SURF6,ENSG00000148296
MED22,ENSG00000148297
RPL7A,ENSG00000148303
SURF1,ENSG00000148290
SURF2,ENSG00000148291
SURF4,ENSG00000148248
STKLD1,ENSG00000198870
REXO4,ENSG00000148300
ADAMTS13,ENSG00000160323
CACFD1,ENSG00000160325
SLC2A6,ENSG00000160326
DBH-AS1,ENSG00000225756
SARDH,ENSG00000123453
VAV2,ENSG00000160293
BRD3OS,
BRD3,ENSG00000169925
WDR5,ENSG00000196363
RXRA,ENSG00000186350
FCN1,ENSG00000085265
AL353611.1,ENSG00000236403
OLFM1,ENSG00000130558
PPP1R26,ENSG00000196422
C9orf116,ENSG00000160345
MRPS2,ENSG00000122140
CAMSAP1,ENSG00000130559
UBAC1,ENSG00000130560
NACC2,ENSG00000148411
AL138781.1,ENSG00000260193
TMEM250,ENSG00000238227
AL138781.2,ENSG00000275329
QSOX2,ENSG00000165661
GPSM1,ENSG00000160360
DNLZ,ENSG00000213221
CARD9,ENSG00000187796
SNAPC4,ENSG00000165684
ENTR1,
PMPCA,ENSG00000165688
INPP5E,ENSG00000148384
SEC16A,ENSG00000148396
NOTCH1,ENSG00000148400
NALT1,ENSG00000237886
AL590226.2,
EGFL7,ENSG00000172889
AGPAT2,ENSG00000169692
FAM69B,ENSG00000165716
SNHG7,ENSG00000233016
LCN8,ENSG00000204001
TMEM141,ENSG00000244187
CCDC183,ENSG00000213213
RABL6,ENSG00000196642
AJM1,
PHPT1,ENSG00000054148
MAMDC4,ENSG00000177943
EDF1,ENSG00000107223
TRAF2,ENSG00000127191
FBXW5,ENSG00000159069
C8G,ENSG00000176919
LCN12,ENSG00000184925
PTGDS,ENSG00000107317
LCNL1,ENSG00000214402
PAXX,ENSG00000148362
CLIC3,ENSG00000169583
ABCA2,ENSG00000107331
C9orf139,ENSG00000180539
FUT7,ENSG00000180549
NPDC1,ENSG00000107281
SAPCD2,ENSG00000186193
UAP1L1,ENSG00000197355
MAN1B1-DT,
MAN1B1,ENSG00000177239
DPP7,ENSG00000176978
LRRC26,ENSG00000184709
ANAPC2,ENSG00000176248
SSNA1,ENSG00000176101
TPRN,ENSG00000176058
TMEM203,ENSG00000187713
NDOR1,ENSG00000188566
BX255925.3,
RNF208,ENSG00000212864
CYSRT1,ENSG00000197191
TUBB4B,ENSG00000188229
STPG3-AS1,ENSG00000275549
